Pubchem ID, InChi, InChiKey, Canonical Smiles, Isomeric Smiles
73080161,InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11_12)13/h4-6_8-10H_2H2_1H3_(H2_11_12_13),MHDHXMKIEXEWKI-UHFFFAOYSA-N,CC(=O)C(C(C(COP(=O)(O)O)O)O)O,CC(=O)C(C(C(COP(=O)(O)O)O)O)O
73155723,InChI=1S/C35H60N7O18P3S/c1-4-5-6-7-8-9-10-11-12-13-23(43)18-26(45)64-17-16-37-25(44)14-15-38-33(48)30(47)35(2_3)20-57-63(54_55)60-62(52_53)56-19-24-29(59-61(49_50)51)28(46)34(58-24)42-22-41-27-31(36)39-21-40-32(27)42/h21-22_24_28-30_34_46-47H_4-20H2_1-3H3_(H_37_44)(H_38_48)(H_52_53)(H_54_55)(H2_36_39_40)(H2_49_50_51),IQNFBGHLIVBNOU-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
73169875,InChI=1S/C13H26N2O11P2S/c1-9(16)29-7-6-14-10(17)4-5-15-12(19)11(18)13(2_3)8-25-28(23_24)26-27(20_21)22/h11_18H_4-8H2_1-3H3_(H_14_17)(H_15_19)(H_23_24)(H2_20_21_22),XGCIVGUGTWGPHK-UHFFFAOYSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)O)O,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)O)O
73178311,InChI=1S/C18H29N5O11S2/c19-8(16(29)30)1-3-12(24)22-10(15(28)21-5-14(26)27)6-35-36-7-11(18(33)34)23-13(25)4-2-9(20)17(31)32/h8-11H_1-7_19-20H2_(H_21_28)(H_22_24)(H_23_25)(H_26_27)(H_29_30)(H_31_32)(H_33_34),RXKMADLQGPTPJP-UHFFFAOYSA-N,C(CC(=O)NC(CSSCC(C(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,C(CC(=O)NC(CSSCC(C(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N
73299104,InChI=1S/C6H13O9P/c7-3(1-4(8)6(10)11)5(9)2-15-16(12_13)14/h3-5_7-9H_1-2H2_(H_10_11)(H2_12_13_14),IRJCQQRDILUJAQ-UHFFFAOYSA-N,C(C(C(COP(=O)(O)O)O)O)C(C(=O)O)O,C(C(C(COP(=O)(O)O)O)O)C(C(=O)O)O
73314428,InChI=1S/C11H20NO11P/c1-4(10(16)17)21-9-7(12-5(2)14)11(23-24(18_19)20)22-6(3-13)8(9)15/h4_6-9_11_13_15H_3H2_1-2H3_(H_12_14)(H_16_17)(H2_18_19_20),DTSXRQWOCZUNPL-UHFFFAOYSA-N,CC(C(=O)O)OC1C(C(OC(C1O)CO)OP(=O)(O)O)NC(=O)C,CC(C(=O)O)OC1C(C(OC(C1O)CO)OP(=O)(O)O)NC(=O)C
73317037,InChI=1S/C29H53N3O18P2/c1-2-3-4-5-6-7-8-9-10-11-17(34)14-21(36)48-26-22(30)28(47-18(15-33)24(26)38)49-52(43_44)50-51(41_42)45-16-19-23(37)25(39)27(46-19)32-13-12-20(35)31-29(32)40/h17-19_22-28_33-34_37-39H_2-16_30H2_1H3_(H_41_42)(H_43_44)(H_31_35_40),DSGSLWPKEQIMDQ-UHFFFAOYSA-N,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3CCC(=O)NC3=O)O)O)N)O,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3CCC(=O)NC3=O)O)O)N)O
73317040,InChI=1S/C5H12O11P2/c6-1-2-3(7)4(8)5(14-2)15-18(12_13)16-17(9_10)11/h2-8H_1H2_(H_12_13)(H2_9_10_11),IFCVBEAOTXDWNE-UHFFFAOYSA-N,C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)O,C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)O
73317664,InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33_34)35)14(30)11(43-21)6-41-48(38_39)45-47(36_37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4_7_10-11_13-16_20-21_26_29-31H_5-6_8H2_(H7-_22_23_24_25_32_33_34_35_36_37_38_39)/p+1,WPMJELZXMKXLPW-UHFFFAOYSA-O,C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)[N+]5=CC=CC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N=CN=C2N,C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)[N+]5=CC=CC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N=CN=C2N
73656833,InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(6(10)14-2)15-16(11_12)13/h2-10H_1H2_(H2_11_12_13),SIUIENVKPUKAHD-UHFFFAOYSA-N,C(C1C(C(C(C(O1)O)OP(=O)(O)O)O)O)O,C(C1C(C(C(C(O1)O)OP(=O)(O)O)O)O)O
73718546,InChI=1S/C9H19N3O3/c10-5-1-2-6-12-8(13)4-3-7(11)9(14)15/h7H_1-6_10-11H2_(H_12_13)(H_14_15),WKGTVHGVLRCTCF-UHFFFAOYSA-N,C(CCNC(=O)CCC(C(=O)O)N)CN,C(CCNC(=O)CCC(C(=O)O)N)CN
73813817,InChI=1S/C8H16N2O3/c1-6(11)10-7(4-3-5-9)8(12)13-2/h7H_3-5_9H2_1-2H3_(H_10_11),LUPIGRJGBBTCQL-UHFFFAOYSA-N,CC(=O)NC(CCCN)C(=O)OC,CC(=O)NC(CCCN)C(=O)OC
74033405,InChI=1S/C13H20N4O6S/c14-6(12(20)21)2-4-24-5-7-9(18)10(19)11(23-7)17-3-1-8(15)16-13(17)22/h1_3_6-7_9-11_18-19H_2_4-5_14H2_(H_20_21)(H2_15_16_22),MEHMAAUYJGPTPO-UHFFFAOYSA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CSCCC(C(=O)O)N)O)O,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CSCCC(C(=O)O)N)O)O
74051072,InChI=1S/C5H9N5/c1-8-4(6)3-5(7)10-2-9-3/h2_8H_6H2_1H3_(H2_7_9_10),YMHSENWJKWDQRH-UHFFFAOYSA-N,CNC(=C1C(=NC=N1)N)N,CNC(=C1C(=NC=N1)N)N
74066432,InChI=1S/C5H9O8P/c6-1-3(7)5(9)4(8)2-13-14(10_11)12/h1_4-5_8-9H_2H2_(H2_10_11_12),XKNFBDCDPWQLCL-UHFFFAOYSA-N,C(C(C(C(=O)C=O)O)O)OP(=O)(O)O,C(C(C(C(=O)C=O)O)O)OP(=O)(O)O
74317583,InChI=1S/C8H17NO12P2/c1-3(11)9-5-7(13)6(12)4(2-10)19-8(5)20-23(17_18)21-22(14_15)16/h4-8_10_12-13H_2H2_1H3_(H_9_11)(H_17_18)(H2_14_15_16),WSORJFGKVLXAMX-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)O)CO)O)O,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)O)CO)O)O
74350290,InChI=1S/C31H43N8O17P3S/c1-31(2_26(43)29(44)34-8-7-21(40)33-9-10-60-22(41)11-17-12-35-19-6-4-3-5-18(17)19)14-53-59(50_51)56-58(48_49)52-13-20-25(55-57(45_46)47)24(42)30(54-20)39-16-38-23-27(32)36-15-37-28(23)39/h3-6_12_15-16_20_24-26_30_35_42-43H_7-11_13-14H2_1-2H3_(H_33_40)(H_34_44)(H_48_49)(H_50_51)(H2_32_36_37)(H2_45_46_47),WXOGUAPLOCTRFO-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CNC5=CC=CC=C54)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CNC5=CC=CC=C54)O
74353336,InChI=1S/C15H24N5O17P3/c16-12-7-13(18-3-17-12)20(4-19-7)14-11(36-38(25_26)27)9(22)6(34-14)2-33-40(30_31)37-39(28_29)32-1-5-8(21)10(23)15(24)35-5/h3-6_8-11_14-15_21-24H_1-2H2_(H_28_29)(H_30_31)(H2_16_17_18)(H2_25_26_27),ICNHOLCERMYLRZ-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)OP(=O)(O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)OP(=O)(O)O
74393281,InChI=1S/C10H17N3O6/c11-10(19)12-5-1-2-6(9(17)18)13-7(14)3-4-8(15)16/h6H_1-5H2_(H_13_14)(H_15_16)(H_17_18)(H3_11_12_19),ZSZFGMMEPZVGMH-UHFFFAOYSA-N,C(CC(C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N,C(CC(C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N
74413388,InChI=1S/C14H21N6O9P/c1-5(21)7(15)14(24)29-30(25_26)27-2-6-9(22)10(23)13(28-6)20-4-19-8-11(16)17-3-18-12(8)20/h3-7_9-10_13_21-23H_2_15H2_1H3_(H_25_26)(H2_16_17_18),YYBNSQASHCKPHX-UHFFFAOYSA-N,CC(C(C(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)N)O,CC(C(C(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)N)O
74413580,InChI=1S/C6H15NO11P2/c7-3-5(9)4(8)2(1-16-19(10_11)12)17-6(3)18-20(13_14)15/h2-6_8-9H_1_7H2_(H2_10_11_12)(H2_13_14_15),SHDYQZNYDQDWFM-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)OP(=O)(O)O,C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)OP(=O)(O)O
74828784,InChI=1S/C25H42N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2_3)10-47-53(44_45)50-52(42_43)46-9-14-19(49-51(39_40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h12_14_18-20_24_29_36-37H_4-11_26H2_1-3H3_(H_27_34)(H_28_38)(H_42_43)(H_44_45)(H2_39_40_41),CPJDZPUXKDPZHP-UHFFFAOYSA-N,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(NCN=C32)N)O)OP(=O)(O)O)O,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(NCN=C32)N)O)OP(=O)(O)O)O
74828966,InChI=1S/C5H9O8P/c6-3-2(1-12-14(9_10)11)13-5(8)4(3)7/h2_4-5_7-8H_1H2_(H2_9_10_11),BTTGJXNAXCAFHS-UHFFFAOYSA-N,C(C1C(=O)C(C(O1)O)O)OP(=O)(O)O,C(C1C(=O)C(C(O1)O)O)OP(=O)(O)O
74933010,InChI=1S/C15H21N6O8P/c16-12-9-13(19-5-18-12)21(6-20-9)14-11(23)10(22)8(28-14)4-27-30(25_26)29-15(24)7-2-1-3-17-7/h5-8_10-11_14_17_22-23H_1-4H2_(H_25_26)(H2_16_18_19),KQFKHTAASHMYDJ-UHFFFAOYSA-N,C1CC(NC1)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O,C1CC(NC1)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O
74934660,InChI=1S/C11H19NO10/c13-3-5(14)7(17)8(18)9(19)10(20)12-4(11(21)22)1-2-6(15)16/h4-5_7-9_13-14_17-19H_1-3H2_(H_12_20)(H_15_16)(H_21_22),RALMEYHIPGGEHB-UHFFFAOYSA-N,C(CC(=O)O)C(C(=O)O)NC(=O)C(C(C(C(CO)O)O)O)O,C(CC(=O)O)C(C(=O)O)NC(=O)C(C(C(C(CO)O)O)O)O
74934721,InChI=1S/C9H17NO8/c1-3(9(17)18)10-8(16)7(15)6(14)5(13)4(12)2-11/h3-7_11-15H_2H2_1H3_(H_10_16)(H_17_18),NBXXOOCDYRGSOJ-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)C(C(C(C(CO)O)O)O)O,CC(C(=O)O)NC(=O)C(C(C(C(CO)O)O)O)O
74950399,InChI=1S/C13H20O10/c14-3-7-8(17)9(18)10(19)13(22-7)23-11-5(15)1-4(12(20)21)2-6(11)16/h1_5-11_13-19H_2-3H2_(H_20_21),FIKHKUKQRHTBGZ-UHFFFAOYSA-N,C1C(C(C(C=C1C(=O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O,C1C(C(C(C=C1C(=O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O
75034454,InChI=1S/C13H19N6O8P/c1-5(14)13(22)27-28(23_24)25-2-6-8(20)9(21)12(26-6)19-4-18-7-10(15)16-3-17-11(7)19/h3-6_8-9_12_20-21H_2_14H2_1H3_(H_23_24)(H2_15_16_17),ISYFCRWDMNBLTM-UHFFFAOYSA-N,CC(C(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)N,CC(C(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)N
75102768,InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2_3)8-16/h11_16_19H_4-8H2_1-3H3_(H_14_18)(H_15_20),WWROXTIUCJPVJU-UHFFFAOYSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O
75144724,InChI=1S/C9H13N2O7P/c12-7-6(4-17-19(14_15)16)18-9(8(7)13)11-3-1-2-10-5-11/h1-3_5-9_12-13H_4H2_(H-_14_15_16)/p+1,HOIOQWNHWWQJPL-UHFFFAOYSA-O,C1=CN=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O,C1=CN=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O
75222998,InChI=1S/C7H14NO9P/c9-2-8-4-6(11)5(10)3(17-7(4)12)1-16-18(13_14)15/h2-7_10-12H_1H2_(H_8_9)(H2_13_14_15),PVERJBHOQNJODB-UHFFFAOYSA-N,C(C1C(C(C(C(O1)O)NC=O)O)O)OP(=O)(O)O,C(C1C(C(C(C(O1)O)NC=O)O)O)OP(=O)(O)O
75223032,InChI=1S/C11H14N5O8P/c12-9-6-10(14-2-13-9)16(3-15-6)11-8(19)7(18)5(24-11)1-22-25(20_21)23-4-17/h2-5_7-8_11_18-19H_1H2_(H_20_21)(H2_12_13_14),WEMRJXXSNYFBKN-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OC=O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OC=O)O)O
75239526,InChI=1S/C19H27N9O14P2/c20-14-8-17(24-3-23-14)28(5-25-8)19-13(32)11(30)7(41-19)2-39-44(36_37)42-43(34_35)38-1-6-10(29)12(31)18(40-6)27-4-26-9(15(27)21)16(22)33/h3-7_10-13_18-19_29-32H_1-2_21H2_(H2_22_33)(H_34_35)(H_36_37)(H2_20_23_24),XWAKNXOMXXQFFT-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC(=C5N)C(=O)N)O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC(=C5N)C(=O)N)O)O)O)O
75239975,InChI=1S/C9H13NO9/c10-4(7(14)15)3-19-6(13)2-9(18_8(16)17)1-5(11)12/h4_18H_1-3_10H2_(H_11_12)(H_14_15)(H_16_17),VUCUBBUVSXVGGY-UHFFFAOYSA-N,C(C(C(=O)O)N)OC(=O)CC(CC(=O)O)(C(=O)O)O,C(C(C(=O)O)N)OC(=O)CC(CC(=O)O)(C(=O)O)O
75293583,InChI=1S/C7H12N2O5S/c8-3(6(11)12)1-5(10)9-4(2-15)7(13)14/h3-4_15H_1-2_8H2_(H_9_10)(H_11_12)(H_13_14),JTEFQKZURQBRIV-UHFFFAOYSA-N,C(C(C(=O)O)N)C(=O)NC(CS)C(=O)O,C(C(C(=O)O)N)C(=O)NC(CS)C(=O)O
75293584,InChI=1S/C9H16N2O5S/c10-5(8(13)14)1-2-7(12)11-6(3-4-17)9(15)16/h5-6_17H_1-4_10H2_(H_11_12)(H_13_14)(H_15_16),MYYRBQCYIZVTMX-UHFFFAOYSA-N,C(CC(=O)NC(CCS)C(=O)O)C(C(=O)O)N,C(CC(=O)NC(CCS)C(=O)O)C(C(=O)O)N
75299824,InChI=1S/C11H16N2O11P2/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(23-11)5-22-26(20_21)24-25(17_18)19/h1-4_7-9_11_14-15H_5H2_(H4-_12_16_17_18_19_20_21)/p+1,LMIDPGRNXJNNFC-UHFFFAOYSA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O)C(=O)N,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O)C(=O)N
75305590,InChI=1S/C11H21N2O11P/c1-4(15)13-7-9(17)8(16)6(2-14)23-11(7)24-25(20_21)22-3-5(12)10(18)19/h5-9_11_14_16-17H_2-3_12H2_1H3_(H_13_15)(H_18_19)(H_20_21),YEYDPVTWAXBSRT-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OCC(C(=O)O)N)CO)O)O,CC(=O)NC1C(C(C(OC1OP(=O)(O)OCC(C(=O)O)N)CO)O)O
75581480,InChI=1S/C21H27N7O15P2/c22-16-11-18(25-7-24-16)28(21(34)26-11)20-15(32)13(30)10(42-20)6-40-45(37_38)43-44(35_36)39-5-9-12(29)14(31)19(41-9)27-3-1-2-8(4-27)17(23)33/h1-4_7_9-10_12-15_19-20_29-32H_5-6H2_(H6-_22_23_24_25_26_33_34_35_36_37_38)/p+1,IXRVMDWZVQGROV-UHFFFAOYSA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C5=C(C(=NC=N5)N)NC4=O)O)O)O)O)C(=O)N,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C5=C(C(=NC=N5)N)NC4=O)O)O)O)O)C(=O)N
75595893,InChI=1S/C28H44N7O18P3S/c1-15(2)9-16(36)10-19(38)57-8-7-30-18(37)5-6-31-26(41)23(40)28(3_4)12-50-56(47_48)53-55(45_46)49-11-17-22(52-54(42_43)44)21(39)27(51-17)35-14-34-20-24(29)32-13-33-25(20)35/h9_13-14_17_21-23_27_39-40H_5-8_10-12H2_1-4H3_(H_30_37)(H_31_41)(H_45_46)(H_47_48)(H2_29_32_33)(H2_42_43_44),ZFKZVSUJTDSJEY-UHFFFAOYSA-N,CC(=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,CC(=CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C
75606696,InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33_34)35)14(30)11(43-21)6-41-48(38_39)45-47(36_37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4_7-8_10-11_13-16_18_20-21_29-32H_5-6_23H2_(H5-_22_24_25_33_34_35_36_37_38_39)/p+1,KYYDMBHGDPKNMN-UHFFFAOYSA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(N)O,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(N)O
75987783,InChI=1S/C12H23O14P/c13-1-3-5(14)8(17)10(19)12(25-3)26-27(21_22)23-2-4-6(15)7(16)9(18)11(20)24-4/h3-20H_1-2H2_(H_21_22),UUGOPQATHCRECE-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OP(=O)(O)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,C(C1C(C(C(C(O1)OP(=O)(O)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
75988980,InChI=1S/C6H13O8P/c7-3-1-4(8)6(9)14-5(3)2-13-15(10_11)12/h3-9H_1-2H2_(H2_10_11_12),XQKOQMDCIQTLHM-UHFFFAOYSA-N,C1C(C(OC(C1O)O)COP(=O)(O)O)O,C1C(C(OC(C1O)O)COP(=O)(O)O)O
75988982,InChI=1S/C6H13O8P/c7-4-1-3(2-13-15(10_11)12)14-6(9)5(4)8/h3-9H_1-2H2_(H2_10_11_12),DGPLKUHTXKSZGU-UHFFFAOYSA-N,C1C(OC(C(C1O)O)O)COP(=O)(O)O,C1C(OC(C(C1O)O)O)COP(=O)(O)O
76045867,InChI=1S/C10H17N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20_21)22)4(24-10)1-23-26(17_18)19/h2_4_6-7_10_14_16H_1_3H2_(H2_11_12_13)(H2_17_18_19)(H2_20_21_22),ICDKEGIUNBERCN-UHFFFAOYSA-N,C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N=CN=C2N,C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N=CN=C2N
76057667,InChI=1S/C16H25N6O8P/c1-3-7(2)9(17)16(25)30-31(26_27)28-4-8-11(23)12(24)15(29-8)22-6-21-10-13(18)19-5-20-14(10)22/h5-9_11-12_15_23-24H_3-4_17H2_1-2H3_(H_26_27)(H2_18_19_20),ACZWYNUJBRLCEC-UHFFFAOYSA-N,CCC(C)C(C(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)N,CCC(C)C(C(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)N
76058046,InChI=1S/C8H16N2O4/c1-4(2)6(10)8(13)14-3-5(9)7(11)12/h4-6H_3_9-10H2_1-2H3_(H_11_12),AFTJPZMHWOIQLJ-UHFFFAOYSA-N,CC(C)C(C(=O)OCC(C(=O)O)N)N,CC(C)C(C(=O)OCC(C(=O)O)N)N
76059374,InChI=1S/C8H14N2O4/c9-5(7(11)12)4-14-8(13)6-2-1-3-10-6/h5-6_10H_1-4_9H2_(H_11_12),BGHPUUJUSLTXJN-UHFFFAOYSA-N,C1CC(NC1)C(=O)OCC(C(=O)O)N,C1CC(NC1)C(=O)OCC(C(=O)O)N
76061866,InChI=1S/C9H19N3O4/c10-4-1-2-7(12)9(15)16-5-3-6(11)8(13)14/h6-7H_1-5_10-12H2_(H_13_14),BYSFIWLPAJUJCS-UHFFFAOYSA-N,C(CC(C(=O)OCCC(C(=O)O)N)N)CN,C(CC(C(=O)OCCC(C(=O)O)N)N)CN
76062749,InChI=1S/C6H15N4O5P/c7-4(2-1-3-10-6(8)9)5(11)15-16(12_13)14/h4H_1-3_7H2_(H4_8_9_10)(H2_12_13_14),CFTKFAWVIMCILT-UHFFFAOYSA-N,C(CC(C(=O)OP(=O)(O)O)N)CN=C(N)N,C(CC(C(=O)OP(=O)(O)O)N)CN=C(N)N
76063416,InChI=1S/C9H19N3O4/c10-4-2-1-3-6(11)9(15)16-5-7(12)8(13)14/h6-7H_1-5_10-12H2_(H_13_14),CKPSQKYHBPKIFS-UHFFFAOYSA-N,C(CCN)CC(C(=O)OCC(C(=O)O)N)N,C(CCN)CC(C(=O)OCC(C(=O)O)N)N
76075367,InChI=1S/C8H16N2O4S/c1-15-3-2-5(9)8(13)14-4-6(10)7(11)12/h5-6H_2-4_9-10H2_1H3_(H_11_12),FXMUHQZXHNDOLK-UHFFFAOYSA-N,CSCCC(C(=O)OCC(C(=O)O)N)N,CSCCC(C(=O)OCC(C(=O)O)N)N
76077268,InChI=1S/C10H21N3O4/c11-5-2-1-3-8(13)10(16)17-6-4-7(12)9(14)15/h7-8H_1-6_11-13H2_(H_14_15),GLZDBJRMVCRHPW-UHFFFAOYSA-N,C(CCN)CC(C(=O)OCCC(C(=O)O)N)N,C(CCN)CC(C(=O)OCCC(C(=O)O)N)N
76078492,InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(6(14)4(3-13)21-8)22-25(19_20)23-24(16_17)18/h1-2_4_6-8_13-14H_3H2_(H_19_20)(H2_10_11_15)(H2_16_17_18),GVFOTSBAMGIWIL-UHFFFAOYSA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)OP(=O)(O)OP(=O)(O)O,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)OP(=O)(O)OP(=O)(O)O
76078708,InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-6(13)3-2-5(10)8(14)15/h4-5_7_12H_2-3_10H2_1H3_(H_11_13)(H_14_15)(H_16_17),GWNXFCYUJXASDX-UHFFFAOYSA-N,CC(C(C(=O)O)NC(=O)CCC(C(=O)O)N)O,CC(C(C(=O)O)NC(=O)CCC(C(=O)O)N)O
76079321,InChI=1S/C10H15N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3_5-6_9-10_13_16-18H_1_11H2_(H_14_19),HAWVGILDKWDIDG-UHFFFAOYSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(NC2=O)N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(NC2=O)N
76080393,InChI=1S/C6H12N2O5/c7-3(1-9)6(12)13-2-4(8)5(10)11/h3-4_9H_1-2_7-8H2_(H_10_11),HIWWZBYXUFOXEL-UHFFFAOYSA-N,C(C(C(=O)OCC(C(=O)O)N)N)O,C(C(C(=O)OCC(C(=O)O)N)N)O
